CIBERSORT	W070517001156	W070517001157	W070517001159	W070517001160	W070517001161	W070517001162	W070517102034	W070517102035	W070517102036	W070517102037	W070517102038	W070517102051
RP13-383K5.4	0	0	0	0	0	0.350712	0.32111	0	0.20929	0.203733	0.0793583	0.300157
RP13-395E19.2	0.170158	0.0591076	0.0138232	0	0	0	0.337772	0.0481149	0.0321467	0.0544926	0.0106586	0.0927912
RP13-395E19.3	2.13551	0.584681	3.43576	2.38759	0.372912	0.231877	1.52761	2.64024	1.22305	0.401515	1.34145	1.8735
RP13-39P12.2	0.0995208	0.0591232	0.0869422	0.0895727	0.150658	0.0681536	0.176842	0.119568	0.162144	0.060901	0.166142	0.176983
RP13-39P12.3	0.0428077	0	0	0.0394467	0	0	0.0617616	0	0	0	0	0
RP13-401N8.1	0	0	0.156804	0	0	0.181183	0.14196	0	0	0.170571	0	0
RP13-401N8.3	0	0	0	0	0	0.00349186	0	0	0	0	0	0
RP13-43E11.1	0	0.184833	0	0	0	0	0	0	0	0	0.0478339	0
RP13-444K19.1	0	0	0	0	0	0	0	0	0	0	0	0.324801
RP13-452N2.1	0.0424711	0.2186927	0.1619325	0.5136106	0.2279751	0.1882862	0.1929478	0.2938518	0.2440323	0.132735	0.2059298	0.2031857
RP13-455A7.1	0.445998	0	0	0.257221	0	0	0	0	0	0	0	0
RP13-465B17.4	0	0	0	0	0	0	0	0	0	0.186087	0	0
RP13-465B17.5	0	0	0	0	0	0	0.0365312	0	0.0470492	0	0	0
RP13-487P22.1	0.0686907	0	0.0430011	0	0	0	0.032216	0	0	0	0	0
RP13-488H8.1	0	0	0	0.165172	0	0	0	0	0	0	0	0
RP13-512J5.1	0	0.533696	0	0	0	0	0	0.29632	0.111852	0.118259	0	0.541335
RP13-514E23.2	6.51528	4.86558	5.78621	8.06345	5.94557	1.93572	8.85427	6.78912	10.4797	4.26577	8.38227	5.24809
RP13-516M14.1	0	0	0	0.0339145	0.118932	0	0.0280182	0.0699894	0.0743053	0	0	0.106507
RP13-516M14.10	0.366043	0.360876	0.0653305	0.37078	0.493162	0.416196	0.0747253	0.32556	0.131799	0.29705	0.223139	0.557354
RP13-516M14.2	0	0	0	0	0	0.00961524	0	0.00769806	0	0	0	0
RP13-516M14.4	0	0	0	0	0	0.0319355	0.0200488	0	0	0.0137797	0.0102413	0
RP13-516M14.8	1.96122	1.42881	1.4167	1.69996	1.07639	1.07139	1.3543	1.73804	1.15405	0.819102222	1.48686	1.67537
RP13-52K8.1	0	0	0	0	0	0	0	0	0	0	0	0.0730802
RP13-539J13.1	0	0	0	0	0	0.1464	0.0520395	0	0	0	0	0.121138
RP13-554M15.2	0.0174071	0	0	0.019793	0.0491707	0.0253127	0.0161353	0	0	0.0226096	0.0513404	0.0619224
RP13-554M15.5	0	0	0	0.0196719	0	0.0249548	0	0.0211275	0	0	0	0
RP13-554M15.7	0.057563	0.0664536	0.0779005	0.0994623	0.0596558	0.0548337	0.110366	0.0714707	0.047319	0.0366104	0.0936262	0.105059
RP13-565O16.2	0.06425	0	0	0.150679	0	0	0	0	0	0	0	0
RP13-578N3.3	0.131563	0.0779501	0.223449	0	0.0723439	0.0899902	0	0.0727731	0.0851035	0	0.0504501	0
RP13-580B18.4	0.289357	0.17718847795	0.0336121	0.1848508102	0.031308090728996	0.4008687	0.386304	0.1023	0.0732532	0.0648667	0.0714525	0.3661359214
RP13-580F15.2	0.0546129	0.0700459	0.0465632	0.0418444	0.0374131	0.083671	0	0.0666138	0	0	0.0365411	0.0678006
RP13-582O9.6	0.582585	0.729366	0.496702	0.83567	0.52575	0.751701	0.862853	0.694143	0.6028	1.08473	0.645717	0.604739
RP13-585F24.1	0	0	0	0	0	0.437463	0.300681	0.190047	0.196953	0.0989155	0	0
RP13-60M5.2	0.0484309	0	0	0	0	0.0721433	0.0484937	0	0	0	0	0
RP13-616I3.1	0	0	0	0	0	0	0	0.0130776	0	0.0147078	0	0.0135206
RP13-631K18.2	0	0	0.0197051	0.0254829	0.0145646	0	0.0283226	0	0	0.0189239	0.0158354	0.0265134
RP13-631K18.3	0	0	0	0	0	0.0368449	0	0.0439072	0.0445116	0	0	0.0495726
RP13-635I23.3	0	0	0	0	0.0639899	0	0	0.0895962	0	0	0	0.0806678
RP13-638C3.2	0	0	0	0	0.0723678	0	0	0	0	0.0917173	0	0
RP13-638C3.3	0	0	0	0	0	0	0	0	0	0	0.108227	0
RP13-638C3.5	0.00860039	0.005092	0	0.00482913	0.0036717	0	0.00821126	0.00516858	0	0	0	0
RP13-638C3.6	0.568076	0.669845	0.428812	1.12609	0.802518	0.135168	0.240544	0.681676	0.323075	0.5858	0.756518	0.323126
RP13-644M16.4	0.577079	0.078035	0	0.383337	0.059232	0	0	0	0	0.236787	0.122565	0
RP13-672B3.2	0	0	0	0	0	0.0741911	0	0	0	0	0	0
RP13-672B3.5	0.0370832	0	0	0	0	0	0.0728117	0	0	0	0.0372941	0
RP13-685P2.7	0	0	0	0.0962061	0	0	0	0	0	0	0	0
RP13-726E6.1	0	0	0.214406	0	0	0	0	0	0	0	0	0
RP13-726E6.2	0.0442383	0.0207148	0	0.0170942	0.0152135	0.0918014	0	0.0702171	0.2202945	0	0.0145105	0
RP13-753N3.1	0	0	0	0.0428658	0	0.110619	0	0.0431848	0	0.0473811	0.0358153	0.139686
RP13-753N3.3	1.09433	0	0.417475	0	1.59446	0	0.220937	0	0	0.254962	0.43536	1.41473
RP13-75G22.1	0	0	0	0	0	0	0	0.0382031	0	0	0	0
RP13-77O11.8	0	0	0	0	0	0	0	0	0.0738301	0	0	0
RP13-786C16.1	0.0549068085	0.2143706143	0.0355427451	0.127972841	0.363315578	0.0411506396	0.0544234073	0.2629849641	0.1046469358	0.544592655	0.16301090217	0.0676710377
RP13-870H17.3	0	0	0	0	0	0	0	0	0.0156954	0	0	0
RP13-88F20.1	0	0.04659	0	0	0	0	0.00859304	0	0	0.0118412	0	0
RP13-890H12.2	0.0135112	0	0	0	0	0	0.0141875	0	0.0309143	0	0	0.0181148
RP13-895J2.11	0	0	0	0	0	0	0	0	0	0	0	0.0668075
RP13-895J2.3	0	0	0	0	0	0	0	0	0	0.00574492	0	0
RP13-923O23.6	0	0	0.106659	0.204744	0	0	0.319247	0.0969272	0.426702	0	0.0980016	0
RP13-923O23.7	0.0130451	0	0.017047	0.0628355	0.0665353	0.0394194	0.0132661	0.0158786	0.0166185	0.0698347	0.0394275	0.0659687
RP13-93L13.1	5.19383	8.93127	2.68007	8.08738	3.29924	5.00123	3.60816	6.32985	2.90767	3.86628	6.55649	4.20064
RP13-93L13.2	39.9127	33.0358	22.4456	46.6685	22.9508	24.9912	28.9917	47.1445	26.5777	29.7958	39.8904	36.7329
RP13-941N14.1	0.0544656	0.252466	0.0726265	0	0.0548533	0	0.0601314	0.136141	0.444197	0.283107	0.0522185	0.100079
RP13-942N8.1	0	0	0.0157589	0	0	0	0	0.00688346	0.00764655	0	0.00600896	0.00746518
RP13-977J11.2	0	0.0241761	0	0	0	0	0.0172101	0.0212131	0	0	0	0.0111342
RP13-977J11.3	0.0300564	0.0408	0	0	0	0	0.111537	0	0	0	0.12099	0
RP13-977J11.5	2.04516	2.66199	2.74212	10.4898	3.41138	4.87682	6.32027	2.99394	2.45253	4.58887	8.78752	5.20817
RP13-991F5.2	0	0.0769924	0	0.0722882	0.059017	0.0886503	0	0	0	0.194816	0	0.0753592
RP1L1	0.208297	0.131104	0.0153343	0.115709	0.0347195	0.0495289	0.3360515	0.0642931	0.132422	0.0526251	0.082726	0.120561
RP2	78.8751	37.5311	45.2	46.7487	25.3802	29.2148	48.3076	86.3084	62.1438	38.3557	41.0508	54.1813
RP3-322G13.7	0	0	0	0	0.0406687	0	0	0	0	0	0	0
RP3-323A16.1	0.00842102	0.00995785	0.00957993	0.00887431	0.0146096	0.0138691	0.0114088	0.0132304	0.00768314	0.00614435	0.008272	0.0158792
RP3-323B6.1	0	0	0	0	0	0.035283	0	0.0282979	0	0	0	0
RP3-323K23.3	0	0	0	0	0	0	0	0	0	0.207122	0	0
RP3-323N1.2	0	0.40859	0	0.387464	0.538468	0.238895	0.0809306	0.491527	0.217454	0	0.16668	0.814742
RP3-323P24.3	0	0	0	0	0.313928	0	0	0	0	0	0	0.0783282
RP3-324O17.7	0	0	0	0	0	0	0.21923	0	0	0	0	0
RP3-325F22.3	0	0	0.0791877	0.367076	0.122401	0.0929859	0.200729	0.409698	0	0	0.0637613	0
RP3-325F22.5	0.0151183	0.020369	0	0	0.0157683	0	0	0	0	0	0	0.0188896
RP3-326I13.1	0	0	0	0.0209608	0	0	0	0	0	0	0	0
RP3-326L13.2	0	0	0	0	0	0	0.0220143	0	0	0	0	0
RP3-329A5.8	0.0369749	0.0203589	0	0	0	0	0	0.0191951	0	0.0212214	0.00525731	0
RP3-329E20.2	0	0	0	0.201193	0.084491	0.0634403	0	0.108318	0	0.0591098	0.0865244	0
RP3-331H24.6	0	0.0249354	0	0	0	0	0	0	0	0	0	0
RP3-331H24.7	0	0	0	0	0	0	0.0305018	0	0	0	0	0
RP3-333A15.1	0.0792751	0.11049	0.31836	0	0.0882301	0	0	0.0947143	0	0	0	0
RP3-333A15.2	0	0	0	0.101842	0.236206	0.134457	0	0	0	0	0.0832127	0.21322
RP3-333H23.9	0.0860473	0	0	0	0.0901275	0	0	0	0	0	0	0
RP3-334F4.1	0	0	0	0	0	0	0.114807	0	0	0	0	0.0355166
RP3-335E1.1	0	0	0	0	0	0	0	0	0	0	0.169839	0.0873243
RP3-335N17.2	0.0283659	0	0	0	0.0308794	0	0.0278034	0.034604	0.0362579	0.0376726	0	0.10661
RP3-337D23.3	0	0	0	0.0693343	0	0	0	0	0	0	0	0
RP3-337H4.10	0.238712	0	0.0986365	0.367387	0.788674	0	0.314894	0.573523	0.310543	0.427435	0.311112	0.775438
RP3-337H4.6	0.637168	0.627957	0.567022	1.34871	0.548697	0.647138	0.464342	0.570402	0.444502	0.596212	0.749844	0.833784
RP3-337H4.8	0	0.0861146	0.0442353	0.11553	0.0690632	0.187545	0.151239	0.0756224	0.0824301	0.0850399	0.0322927	0.286056
RP3-337H4.9	0.725839	0.623373	0	0.961424	0.796907	1.12921	1.61714	1.44037	1.71479	1.02366	0.953174	0.692365
RP3-337O18.9	0.555297	1.1329	0.72818	1.11566	0.625092	1.25947	0.769714	2.02433	0.346797	0.685898	0.879054	1.18541
RP3-339A18.3	0.27185	0.138551	0.215327	0	0.0531266	0	0	0.133616	0	0.140746	0.10977	0
RP3-340B19.2	0	0	0	0	0	0.550852	0	0	0	0	0	0.10978
RP3-340H11.2	0.435896	0.164944	0.0858216	0.223697	0.193672	0	0.447541	0.0776439	0.412839	0	0	0
RP3-340N1.2	0.0234489	0	0.0419557	0.0281643	0.00814474	0	0	0.00953062	0.010192	0.029178	0.04365	0.027263
RP3-341D10.1	0	0.32181	0.105672	0.189322	0.377675	0.302449	0.582754	0.666847	0.153357	0.79845	0.322757	0.100125
RP3-342P20.2	0.235289	0.316396	0.202464	0.148899	0.193941	0.28448	0.205169	0.0316213	0.103818	0.0720957	0.130137	0.126968
RP3-347M6.1	0.0800841	0	0.0955256	0.177633	0.0699307	0.109062	0	0.0964764	0	0	0.231473	0.0953361
RP3-347M6.2	0	0	0	0	0	0	0	0	0.0372229	0.0193721	0.0145123	0
RP3-348I23.2	0	0	0	0	0	0.0745707	0	0	0	0	0	0
RP3-348I23.3	0	0.144831	0.145915	0	0.333054	0.169184	0.396622	0.152518	0.165075	0.635553	0.114202	0.14312
RP3-352A20.1	0.180339	0.174284	0	0.16003	0.0447513	0	0.0888893	0.162993	0	0	0	0
RP3-354N19.3	0.141953	0	0.0618851	0.26725	0.191054	0.209434	0	0.173749	0.192037	0.128709	0.140825	0.401025
RP3-355L5.3	0	0	0.0394063	0	0	0	0	0	0	0	0	0
RP3-355L5.4	0	0	0	0	0	0.0408274	0.028149	0	0	0	0.0273217	0.0337038
RP3-359N14.1	0.0549369	0	0.100501	0.0130495	0.0224513	0.0669355	0	0.0535163	0.0281388	0	0.022308	0.125173
RP3-364H10.1	0	0	0	0	0	0	0	0	0.185371	0	0	0
RP3-368A4.5	0.0217541	0.0502872	0.0310697	0.0448169	0.0873925	0.0718814	0.0391653	0.0264275	0.0595034	0.0371277	0	0.0381045
RP3-368A4.6	0.0152986	0.0414051	0.0205591	0.113234	0.15943	0.0704615	0.0611125	0.0369562	0.0192267	0	0.0488634	0.101044
RP3-369A17.6	1.70963	1.04638	1.43204	1.7948	1.46365	1.9495	0.997348	1.88934	3.58869	2.61367	0.737855	0.536915
RP3-370M22.8	2.51604	3.48549	1.55649	2.72547	3.00802	4.14834	3.74217	2.84576	3.36593	4.81735	4.67516	2.63035
RP3-375P9.2	0	0.398184	0	0	0	0	0	0.150893	0	0	0	0
RP3-377H17.2	0	0	0	0	0	0	0	0	0.0901734	0	0	0
RP3-388N13.3	0.096108	0.0570535	0.0557342	0	0.0266208	0	0	0	0	0	0	0.0502193
RP3-391O22.1	0	0	0	0	0.153796	0	0.184246	0	0	0	0	0
RP3-391O22.3	1.67489	0.428644	0.418886	0.944622	0.820767	0.990092	0.728573	1.02024	0.459911	1.10138	0.570063	0.766323
RP3-393E18.1	0	0	0	0.437451	0	0	0	0	0	0	0	0
RP3-394A18.1	0.409427	0.281052	0.228482	0.349349	0.203638	0.171612	0.24033	0.423406	0.225113	0.195315	0.261612	0.361178
RP3-395M20.12	0	0.0193393	0	0	0	0.0218316	0	0	0	0	0.0142706	0
RP3-395M20.2	0	0	0	0	0	0	0.0318574	0	0	0	0	0
RP3-395M20.7	0	0.0134942	0	0.0234956	0	0.0152695	0.00954246	0	0	0	0.010118	0
RP3-395M20.8	0.16814984	0.1743152	0.1226149	0.05539034	0.08711002	0.0615163	0.05904183	0.12537084	0.10148478	0.0246913	0.137118	0.3390785
RP3-395M20.9	0	0	0	0	0	0	0	0.103699	0.0571648	0	0	0.105004
RP3-395P12.2	0.0614976	0	0.2365	0	0.124355	0	0.24166	0.22638	0.0783385	0	0.184281	0.151472
RP3-398G3.5	0	0	0	0	0	0	0.0989665	0	0	0	0	0
RP3-399J4.4	0	0.0299007	0.0298871	0.13623	0.047028	0	0.0432574	0.188884	0.0568652	0.18041	0.0906029	0.114267
RP3-399L15.3	0	0	0	0	0	0	0	0.0256344	0	0	0	0.107709
RP3-400B16.2	0.0610819	0.0386274	0.0775157	0	0	0	0.0301662	0.0373463	0	0	0.0299144	0.036885
RP3-402G11.25	0	0	0	0	0	0	0	0	0	0.0350953	0.0295945	0
RP3-402G11.26	0.0149104	0.0196079	0	0	0.0303846	0.0234302	0	0	0	0	0	0.0351467
RP3-402G11.28	0.0816617	0.137069	0.127569	0.0873516	0	0.188301	0.0284841	0.12642	0.0307068	0.0321467	0.129009	0.0604456
RP3-404F18.5	0	0	0	0.180288	0.0781287	0	0	0	0	0	0	0
RP3-405J10.2	0.358288	0.361866	0	0	0	0	0.0896738	0.109645	0	0.473155	0	0
RP3-405J10.3	0	0	0	0	0.00567869	0	0	0.0140889	0.00713475	0.00764919	0.0227535	0.00725183
RP3-406A7.3	0.248166	0	0	0	0	0	0	0	0	0	0.112648	0
RP3-406A7.5	0	0	0	0.305525	0	0	0	0	0.105679	0	0.166425	0
RP3-406P24.5	0.160569	0.264513	0.410187	0.300596	0.160706	0.193014	0.650667	0.167415	0.480256	0.826161	0.0631205	0.318927
RP3-407E4.3	0	0	0	0	0	0	0	0	0.0482569	0	0	0
RP3-407E4.4	0	0	0	0	0	0	0	0	0.0695022	0	0	0
RP3-408N23.4	0.161542	0	0.213318	0.101842	0	0	0	0.192953	0.213351	0	0	0.321469
RP3-410C9.2	0	0.177368	0	0	0	0	0.0646314	0	0.337396	0.087882	0	0
RP3-412A9.16	0.0335807	0	0.0704959	0.0885929	0	0	0.0326368	0	0	0.0297663	0.0440057	0.0399083
RP3-412A9.17	0.00764451	0.0100098	0.00629783	0.0145177	0.00746764	0.0159579	0.0123629	0.0188973	0.005077	0.0162062	0.0285939	0.00997938
RP3-414A15.10	0	0	0	0	0	0	0.047697	0	0	0.128433	0.0981085	0
RP3-414A15.11	0	0.139225	0	0	0	0	0	0	0	0	0	0
RP3-414A15.12	0	0	0	0	0.0282945	0	0.00937517	0	0	0.0384752	0	0
RP3-414A15.2	0	0	0	0	0	0	0.158166	0	0	0	0	0
RP3-415N12.1	0	0	0	0.101317	0	0	0	0	0	0	0	0.10661
RP3-416H24.1	0	0.0596353	0.0144563	0.0400148	0	0	0.0114689	0.0141484	0	0	0.0228801	0.0559797
RP3-416H24.4	0	0	0	0	0	0	0	0.286762	0.105679	0	0	0
RP3-416J7.5	0	0.100905	0	0	0	0	0	0.0487524	0	0	0	0
RP3-417G15.1	0	0	0	0	0	0.130694	0	0	0	0	0	0
RP3-418A9.3	0.428086	0.163626	1.00056	1.36076	0.625512	0.381296	0.602405	0.691414	1.49522	0.719308	0.776218	2.1222
RP3-419C19.3	0	0	0	0	0	0	0	0	0	0	0	0.111741
RP3-423B22.5	0	0	0	0.171757	0.264153	0	0.603323	0.183932	0.186796	0	0	0
RP3-424M6.4	3.14304	2.6683	2.20284	3.07386	2.9886	2.22513	3.18724	2.74921	2.59069	2.68748	2.31766	3.25129
RP3-425C14.4	0.0824504	0.082807	0	0.0242935	0.106296	0	0	0.0249605	0.0581043	0.110774	0.0206205	0.0253103
RP3-425C14.5	0.00582989	0.0152598	0.0074969	0.0136473	0.0126674	0.00885618	0.010957	0.0136589	0	0.0151904	0.00572462	0
RP3-425C14.6	0	0.72253	0	0	0	0	0	0.505913	0.275795	0	0	0.971884
RP3-425P12.1	0.069232	0	0	0.075536	0.379006	0	0	0	0.0889452	0	0.0658836	0
RP3-425P12.4	0.347409	0.678721	0.616122	0.812379	0.527155	0.799598	0.042694	0.289847	0.140908	0.300312	0.273812	0.488148
RP3-425P12.5	0	0	0.0765109	0.130223	0	0.60214	0.228264	0.473113	0.150548	0.151889	0.167406	0.0703547
RP3-426I6.2	0.342468	0.131503	0	0	0	0.46169	0.47777	0.139211	0.898618	0.724928	0.103496	0
RP3-426I6.5	0	0	0	0	0	0	0	0.482382	0	0	0	0
RP3-428L16.2	0	0	0	0	0.0137907	0	0	0	0	0	0.0221365	0
RP3-430N8.11	0.125598	0	0	0.169627	0	0	0	0.13288	0.0273089	0	0.0543633	0.0274087
RP3-432I18.1	0.489241	0	0.300168	0.269252	0	0.336142	0.799345	0.60123	0	0.309303	0	0.294303
RP3-437C15.1	0	0	0.21084	0	0	0	0	0	0	0	0	0
RP3-437I16.1	0	0	0	0	0	0	0	0	0	0	0	0.0102968
RP3-439F8.1	0	0	0	0	0	0	0.00900652	0	0	0	0	0
RP3-442L6.4	0	0.0279378	0	0.0253248	0	0.064311	0.0541218	0	0	0	0	0.171798
RP3-445O10.1	0	0	0	0	0	0	0.125287	0.151208	0	0	0	0
RP3-446N13.3	0	0.0772632	0.394963	0.215129	0.120818	0.320647	0.17333	0	0	0	0.0597967	0.156752
RP3-446N13.5	0.0346833	0	0	0.039605	0	0.0494433	0	0	0	0	0	0
RP3-449M8.9	0	0	0	0	0.0896455	0	0.0809306	0.0983053	0.108207	0	0	0.433068
RP3-449O17.1	56.8935909	35.089262	37.4547265	57.933028	29.8671364	25.8765574	40.2877413	43.063214	40.729533	43.289101	33.5472761	47.759839
RP3-452M16.1	0	0	0	0	0	0	0.0463591	0	0	0	0	0
RP3-453C12.15	0	0	0.0140232	0	0.0219573	0	0	0	0	0	0	0
RP3-453C12.8	0.216752	0	0	0	0	0	0	0	0	0	0	0
RP3-453I5.2	0	0	0	0	0	0	0	0	0	1.07066	0.169839	0
RP3-455J7.3	0.446511	0.353749	0.269913	0.406969	0.0671389	0	0.147912	0.741616	0.18788	0	0.0717898	0.0875895
RP3-455J7.4	0.0154356	0.0203578	0.0202228	0.0632646	0.0159226	0.0116146	0.00742319	0.00905454	0.00975675	0.0304145	0.0306279	0.0382275
RP3-460G2.2	0.0815401	0	0	0	0	0	0	0	0	0	0	0
RP3-461F17.2	0	0	0	0	0	0	0	0.0653014	0.0680806	0	0.0499324	0
RP3-461F17.3	2.174112	1.545662537	2.542793	2.83709	1.537359	4.28992	4.58975	2.601286	4.60681	4.98834	3.73449	4.015423
RP3-461P17.10	0	0	0	0	0.00695336	0.072473	0.00665974	0	0	0	0	0.0170807
RP3-465N24.5	0	0	0	0	0	0	0	0	0	0	0	0.0790555
RP3-466I7.1	0	0	0.106659	0	0	0	0	0	0	0	0	0
RP3-466P17.1	0	0	0	0	0	0.0365551	0	0	0	0	0.0239807	0
RP3-467D16.3	0.0276762	0	0	0.0204213	0.0254074	0.0729627	0.0613083	0	0.0340998	0.0372774	0	0.0390202
RP3-467K16.2	0	0	0	0	0.0155147	0.0103606	0.0189805	0	0	0	0	0.0081639
RP3-467K16.4	0.0165686	0.152256	0	0.00481635	0.00868022	0.00616479	0.0162867	0	0	0.0084957	0.0164755	0.0100954
RP3-467L1.4	0.0404545	0.271125	0.242229	0	0.173861	0.281964	0.115767	0	0	0.229295	0.123104	0.310418
RP3-467L1.6	0	0.112816	0	0	0.0901275	0	0	0	0	0	0	0
RP3-467N11.2	0	0	0	0.17677	0	0	0	0.0491567	0	0.0267163	0	0.0475436
RP3-468B3.2	0.00898346	0.0842277	0.0160765	0.0253208	0.0474378	0	0.00820965	0.0101522	0.0035705	0.0151127	0.0142116	0.0146909
RP3-468B3.4	0	0	0	0	0	0.311547	0	0	0	0	0	0
RP3-468K18.5	0.0378534	0.235858	0.247711	0.100354	0.0441269	0.12648	0.355509	0.233736	0.409876	0.167999	0.0405601	0.108229
RP3-468K18.6	0	0	0	0	0.0836943	0	0	0.0951487	0.105187	0.11288	0	0
RP3-468K18.7	0	0	0.141741	0.161135	0	0	0	0	0	0.00039317	0	0
RP3-468O1.6	0	0.210381	0	0	0.0823252	0	0.160613	0.0946053	0	0	0	0.0956396
RP3-469D22.1	0	0	0.310742	0	0	0	0.14835	0.0976987	0	0.210179	0	0
RP3-471C18.2	0	0	0	0	0	0	0	0	0	0.374156	0	0
RP3-472M2.2	0	0	0	0.0879354	0.0748052	0.111016	0.0768395	0	0.0993759	0.202106	0.152876	0
RP3-473L9.4	0	0	0	0.147785	0	0	0.146772	0	0	0	0	0.159508
RP3-474G15.1	0.0293854	0.12642	0	0	0	0	0.0300526	0	0	0	0	0
RP3-475N16.1	0.159384	0.152239	0.0906644	0.175036	0.307643	0.1053671	0.0807427	0.1362548	0.0520248	0.296793	0.307087	0.141281
RP3-476K8.3	0	0.222125	0.106659	0	0	0	0.158166	0	0.106175	0	0.0832127	0
RP3-476K8.4	4.61529	4.11661	4.61182	5.93454	3.8942	4.74481	6.06446	7.26463	5.35471	6.43215	3.45878	3.84911
RP3-477M7.6	0	0	0	0.614232	0	0	0	0	0	0	0	0
RP3-477O4.14	0.745621	0.1950774	1.328544	0.867777	0.407699	0.907854	0.652277	0.928827	1.056658	1.007239	0.37812	0.794817
RP3-481F12.1	0	0	0	0	0	0	0	0	0	0	0.285506	0
RP3-486I3.4	0.0884508	1.05547	0.173267	0	0.298855	0.408408	0.456993	0.404161	0.0849352	0.015957	0.424388	0.366388
RP3-486I3.7	0	0	0	0	0.022862	0	0.0441336	0	0	0	0	0.0286039
RP3-492J12.2	0	0	0.0344275	0.0314004	0	0.0802576	0.0544357	0	0	0	0.05392	0
RP3-492P14.2	0	0	0	0	0	0	0.0288971	0	0	0	0	0
RP3-495K2.2	0	0	0	0	0	0	0	0	0	0.0277978	0	0
RP3-497J21.1	0.648956	1.17417	1.47225	0.847819	0.944512	0.407869	0.576362	1.21931	0.384647	0.796824	0.679014	1.19953
RP3-499B10.3	0	0.0787404	0	0	0	0	0	0	0	0	0	0
RP3-500L14.2	0	0	0	0.0585732	0	0	0.0465414	0	0	0	0	0
RP3-508I15.14	0.236383	0.184472	0.307097	0.899516	0.195267	0.419649	0.0960288	0.622534	0.0640578	0.3231	0.519097	0.230059
RP3-508I15.18	0.220583	0.0736262	0.514953	0.313641	0.335858	0.274789	0.110747	0.142748	0.0791343	0.185463	0.360983	0.143895
RP3-508I15.19	0.463477	0.618977	0.612663	0.426765	0.68832	0.136542	0.366151	1.02595	0.1825	0.186187	0.327139	0.34483
RP3-508I15.20	0	0	0	0	0.372527	0.567707	0.432979	0	0.525935	0	0.376348	0
RP3-508I15.21	0	0	0	0.0474055	0	0.0559606	0.126869	0.053367	0	0.103818	0.0415696	0.253978
RP3-508I15.22	0	0	0	0	0	0	0.256713	0.100691	0.109252	0.236711	0	0
RP3-508I15.9	0.0903148	0.380348	0.1606563	0.276016	0.080803	0	0.3951669	0.482334	0.159293	0.322164	0.1788922	0.2488424
RP3-509I19.1	0.406547	0.393243	0	0.284489	0.279514	0.0706688	0	0	0	0.105882	0.09218	0.0414947
RP3-509I19.11	0.0137295	0.0716013	0.0172958	0.103134	0	0.0411709	0.0615057	0.0502826	0	0.0828405	0	0
RP3-509I19.6	0	0	0	0	0	0	0	0	0	0	0	0.409716
RP3-509L4.3	1.2585	0.811556	0.502132	1.13777	0.551306	0.708832	1.27229	1.33676	0.701447	0.850874	0.566009	0.69879
RP3-510D11.1	0	0	0	0	0.0536825	0.234879	0.342191	0	0	0	0.0508073	0.0625652
RP3-510H16.3	0	0	0	0	0.0906147	0	0	0	0	0	0	0
RP3-510L9.1	0.0450953	0	0	0.0531695	0.139802	0.0681251	0.0440643	0	0	0	0	0.171613
RP3-510O8.3	0	0	0	0	0	0	0	0.190297	0	0	0	0
RP3-510O8.4	0	0	0	0.0328402	0	0	0	0	0	0	0	0
RP3-511B24.5	0	0	0	0	0	0	0.339591	0	0	0	0	0.369832
RP3-512E2.2	0	0	0	0.15495	0	0	0	0	0	0.281809	0.358329	0
RP3-514P16.1	0.052648	0.023112	0	0.15017	0	0	0.0689968	0.128784	0.2692	0.0232004	0.0362633	0.113552
RP3-521E19.2	0	0	0	0.0734801	0	0	0	0	0	0	0	0
RP3-521E19.3	0	0	0.0478178	0	0.0374974	0	0.0344625	0	0	0	0	0
RP3-522D1.2	0.552368	0	0	0	0	0	0	0	0	0	0	0
RP3-522J7.5	0	0	0	0.0601649	0	0	0	0	0	0	0	0
RP3-522J7.6	0	0	0	0	0	0	0	0	0	0	0.0218261	0
RP3-522J7.7	0.0431368	0.102333	0.0130323	0.0341049	0.0510398	0.0303334	0	0.0472366	0	0.0257849	0.0135485	0.0853189
RP3-522P13.1	0	0.311564	0.10577	0.0921429	0.0811892	0	0	0.192953	0	0.317103	0.235639	0.294474
RP3-522P13.2	0.0403009	0.055927	0	0.0507985	0.0889899	0	0	0.0984571	0	0	0.299622	0.109642
RP3-522P13.3	0	0	0	0	0	0.0017888	0	0	0	0	0	0
RP3-523E19.2	0	0.0984501	0.208008	0	0	0	0	0	0.501807	0.403984	0	0.0978343
RP3-525L6.2	0	0	0	0	0	0	0	0	0	0	0	0.122915
RP4-530I15.9	0.108741	0.0847942	0.0420209	0.0543365	0.0658766	0.0626428	0.101435	0.131814	0.0926443	0.0666341	0.142354	0.0917906
RP4-534N18.2	0	0	0	0.203683	0.0886969	0.14126	0	0	0	0	0	0.107156
RP4-535B20.1	0	0.0924721	0.0993465	0	0	0	0	0.150133	0	0	0.0674823	0
RP4-535B20.4	0	0	0	0	0.0556602	0	0	0.190297	0	0	0.0832127	0
RP4-536B24.2	0	0.111062	0	0	0	0	0	0	0	0	0.0365337	0
RP4-536B24.3	0	0	0	0.0402819	0	0	0	0	0.0446788	0	0	0
RP4-537K23.4	0	0	0	0	0	0	0	0.0960297	0	0.102633	0	0.0973298
RP4-539M6.14	0.0178778	0.041728	0	0	0	0	0.0601812	0.0651142	0.0779378	0.0218974	0.0542101	0
